sector,Name,symbol,code,year,Current ratio,Quick Ratio,Cash ratio,Operating cash flow ratio,Working capital ratio,Return On Equity (ROE),Net profit margin,Sales turnover ratio,Return On Assets (ROA),EPS,Debt-to-assets ratio,Equity Ratio,Debt to equity ratio,Interest coverage ratio,The Long-Term Debt Coverage Ratio,Total debt to EBITDA ratio,Cash flow to debt ratio,Inventory turnover ratio,Receivables turnover ratio,Asset Turnover Ratio,Working capital turnover ratio,EBITDA,EV/EBITDA,EV / EBIT,EV / Free Cash Flow,EV / Invested Capital,EV / Revenue,P/E Ratio,Price/Book,Dividend Per Share,Altman Z-Score,Piotroski Score,Classification
Basic Material,Newmont Goldcorp,NGT,BM 32,2016,2.67,1.88,1.57,1.3,2.67,-0.053,-0.0942,0.3176,-0.0578,-0.57,0.4354,0.5646,0.7712,-0.11,1.45,3.55,0.25,2.63,41.75,0.32,2.28,"3,468.504",9.8,17.7,-18.2,1.2,3.7,-172.2,1.6,0.0,1.9,5,1
Basic Material,Newmont Goldcorp,NGT,BM 32,2017,3.62,2.65,2.33,1.52,3.62,-0.0099,-0.0154,0.3574,-0.0053,-0.18,0.4421,0.5579,0.7923,-5.96,3.56,3.21,0.23,2.99,59.51,0.36,2.01,"3,577.963",7.9,14.7,5.6,1.4,3.0,244.0,1.8,0.0,2.2,6,1
Basic Material,Newmont Goldcorp,NGT,BM 32,2018,2.95,2.21,1.9,1.02,2.95,0.0296,0.047,0.3501,0.0183,0.72,0.4443,0.5557,0.7994,-5.67,11.79,3.31,0.2,3.00,28.56,0.35,2.08,"3,800.104",7.5,18.1,17.0,1.3,2.8,-69.4,1.7,0.0,2.0,6,1
Basic Material,Newmont Goldcorp,NGT,BM 32,2019,2.63,1.86,0.94,1.2,2.63,0.1251,0.288,0.2437,0.0721,5.08,0.4392,0.5608,0.7832,-16.52,1.32,4.64,0.16,2.94,26.11,0.24,2.51,"4,910.889",11.3,23.8,27.6,1.4,4.3,15.2,1.7,0.7272,1.8,5,1
Basic Material,Newmont Goldcorp,NGT,BM 32,2020,2.52,1.99,1.64,1.45,2.52,0.1185,0.2461,0.2779,0.0675,4.22,0.4228,0.5772,0.7324,-12.41,3.22,3.08,0.28,3.01,25.61,0.28,2.24,"7,218.439",9.0,16.7,13.3,1.7,4.3,20.0,2.1,2.0359,2.5,7,1
Basic Material,Newmont Goldcorp,NGT,BM 32,2021,2.9,2.23,1.88,1.61,2.9,0.0533,0.0954,0.3013,0.0057,1.76,0.4611,0.5389,0.8555,-6.00,2.50,4.20,0.23,4.07,36.27,0.3,2.42,"5,625.894",7.8,12.6,13.9,1.7,3.9,25.1,2.2,2.782,2.4,7,1
Basic Material,Newmont Goldcorp,NGT,BM 32,2022,2.23,1.63,0.98,1.1,2.23,-0.022,-0.036,0.3096,-0.0096,-0.78,0.4924,0.5076,0.9701,-1.38,10.59,4.76,0.17,4.22,32.55,0.31,3.32,"5,392.783",9.5,23.5,24.2,1.6,3.2,-84.6,2.0,2.9787,1.9,4,1
Basic Material,Novagold,NG,BM 33,2013,45.22,45.22,18.67,-4.48,45.22,-0.1348,0.0,0.0,-0.1085,-0.21,0.1953,0.8047,0.2428,4.05,0.21,-4.19,-0.17,0.00,0.00,0.0,0.00,-28.587,-32.0,-31.4,-18.0,1.1,0,-5.4,1.5,0.0,0.4,2,0
Basic Material,Novagold,NG,BM 33,2014,8.79,8.79,3.66,-0.51,8.79,-0.0999,0.0,0.0,-0.0772,-0.15,0.2277,0.7723,0.2948,5.72,0.19,-5.42,-0.08,0.00,0.00,0.0,0.00,-25.156,-33.4,-33.4,-37.6,1.6,0,-16.8,2.1,0.0,-1.8,2,0
Basic Material,Novagold,NG,BM 33,2015,36.97,36.97,11.86,-3.01,36.97,-0.097,0.0,0.0,-0.0737,-0.13,0.2405,0.7595,0.3167,6.15,0.52,-5.15,-0.1,0.00,0.00,0.0,0.00,-26.994,-55.3,-55.2,-62.8,2.7,0,-37.6,3.5,0.0,-4.4,3,0
Basic Material,Novagold,NG,BM 33,2016,35.19,35.19,9.92,-2.93,35.19,-0.1127,0.0,0.0,-0.0829,-0.14,0.2645,0.7355,0.3597,7.82,0.29,-5.36,-0.08,0.00,0.00,0.0,0.00,-27.056,-71.1,-71.0,-88.7,3.6,0,-43.6,4.7,0.0,-6.1,1,0
Basic Material,Novagold,NG,BM 33,2017,24.79,24.79,8.17,-2.36,24.79,-0.1374,0.0,0.0,-0.0979,-0.15,0.2875,0.7125,0.4036,7.90,0.30,-5.52,-0.07,0.00,0.00,0.0,0.00,-26.793,-61.9,-61.7,-71.9,3.2,0,-35.3,4.2,0.0,-7.4,1,0
Basic Material,Novagold,NG,BM 33,2018,46.28,46.28,5.74,-2.84,46.28,-0.7018,0.0,0.0,-0.4322,-0.13,0.3842,0.6158,0.6238,5.93,0.36,-5.43,-0.1,0.00,0.00,0.0,0.00,-24.541,-60.3,-60.2,-56.0,4.3,0,-34.9,7.2,0.0,-14.6,2,0
Basic Material,Novagold,NG,BM 33,2019,44.98,44.98,20.21,-1.83,44.98,-0.2012,0.0,0.0,-0.1129,-0.11,0.4388,0.5612,0.782,7.55,0.23,-6.62,-0.06,0.00,0.00,0.0,0.00,-21.659,-129.9,-129.8,-208.5,9.0,0,-87.1,15.8,0.0,-16.9,2,0
Basic Material,Novagold,NG,BM 33,2020,55.97,55.97,17.36,-2.86,55.97,-0.3031,0.0,0.0,-0.1495,-0.13,0.5067,0.4933,1.027,7.04,0.35,-6.07,-0.09,0.00,0.00,0.0,0.00,-24.323,-187.3,-187.2,-37.7,14.6,0,-95.9,28.5,0.0,-18.5,2,0
Basic Material,Novagold,NG,BM 33,2021,38.66,38.66,20.79,-2.25,38.66,-0.5178,0.0,0.0,-0.2039,-0.16,0.6063,0.3937,1.5402,6.39,0.33,-5.97,-0.08,0.00,0.00,0.0,0.00,-25.814,-109.0,-109.0,39.4,10.9,0,-60.4,25.9,0.0,-23.4,1,0
Basic Material,Novagold,NG,BM 33,2022,33.17,33.17,13.89,-2.69,33.17,-1.7839,0.0,0.0,-0.3351,-0.22,0.8122,0.1878,4.3235,7.38,0.41,-6.43,-0.1,0.00,0.00,0.0,0.00,-27.04,-93.5,-93.5,-46.0,11.7,0,-37.4,47.0,0.0,-32.5,1,0
Basic Material,Nutrien,NTR,BM 34,2013,1.04,0.69,0.3,1.52,1.04,0.1854,0.2651,0.3749,0.0994,2.19,0.4639,0.5361,0.8652,-113.36,11.64,2.82,0.39,5.42,13.47,0.37,88.59,"3,133.962",9.1,11.4,28.7,2.3,4.1,14.4,2.9,0.0,6.7,5,2
Basic Material,Nutrien,NTR,BM 34,2014,0.88,0.59,0.1,1.19,0.88,0.1747,0.2361,0.3671,0.0867,2.12,0.5039,0.4961,1.0159,-56.49,4.85,3.16,0.29,5.97,9.19,0.37,-25.02,"3,277.338",11.9,16.3,36.3,2.6,5.0,21.6,3.3,0.0,6.2,4,2
Basic Material,Nutrien,NTR,BM 34,2015,0.89,0.46,0.05,1.34,0.89,0.1515,0.2193,0.3315,0.0727,1.85,0.5202,0.4798,1.0841,-10.88,3.54,3.85,0.26,4.70,12.37,0.33,-29.85,"3,274.453",5.9,8.1,18.0,1.4,2.5,9.7,1.7,0.0,6.0,4,2
Basic Material,Nutrien,NTR,BM 34,2016,0.82,0.37,0.02,0.74,0.82,0.0394,0.0824,0.2272,0.0187,0.32,0.5248,0.4752,1.1045,-2.34,6.67,7.46,0.14,3.96,9.18,0.23,-12.94,"1,630.183",12.7,25.0,175.0,1.5,4.1,31.8,1.9,0.0,5.5,3,2
Basic Material,Nutrien,NTR,BM 34,2017,2.07,1.58,0.07,0.76,2.07,0.0394,0.0815,0.2359,0.0192,0.23,0.5115,0.4885,1.0472,-0.86,1.75,6.73,0.14,3.82,10.28,0.24,2.33,"1,624.289",15.3,34.0,59.8,1.7,4.9,88.3,2.0,0.0,6.4,8,2
Basic Material,Nutrien,NTR,BM 34,2018,1.4,0.81,0.28,0.25,1.4,0.1463,0.1903,0.4126,0.0785,-0.068,0.4632,0.5368,0.8629,-0.74,4.24,5.60,0.1,2.72,6.84,0.41,5.64,"5,136.42",12.5,22.3,-14.3,1.1,2.4,-64.4,1.3,2.3478,6.4,8,2
Basic Material,Nutrien,NTR,BM 34,2019,1.17,0.62,0.07,0.4,1.17,0.0434,0.0514,0.4127,0.0212,2.21,0.5113,0.4887,1.0464,-3.70,2.12,6.64,0.15,2.78,6.34,0.41,12.58,"4,682.355",9.3,16.2,16.7,1.1,2.0,20.5,1.2,2.3373,5.7,5,2
Basic Material,Nutrien,NTR,BM 34,2020,1.35,0.77,0.17,0.39,1.35,0.0205,0.0229,0.4249,0.0097,1.03,0.5253,0.4747,1.1065,-1.81,2.64,7.67,0.13,3.00,6.64,0.42,6.71,"4,112.461",12.2,25.6,24.2,1.2,2.0,288.3,1.2,2.2904,5.8,6,2
Basic Material,Nutrien,NTR,BM 34,2021,1.11,0.6,0.04,0.31,1.11,0.133,0.1174,0.5377,0.0636,7.0,0.5256,0.4744,1.1079,-10.16,1.30,4.05,0.15,2.76,5.71,0.54,19.15,"8,206.8",11.2,17.1,40.0,1.5,2.3,18.9,1.8,2.3267,6.1,7,2
Basic Material,Nutrien,NTR,BM 34,2022,1.14,0.61,0.06,0.57,1.14,0.2962,0.207,0.678,0.1408,19.26,0.5262,0.4738,1.1106,-23.32,5.96,2.49,0.28,2.83,6.61,0.68,17.95,"15,588.026",4.1,4.8,7.9,1.3,1.3,4.8,1.4,2.5996,7.2,8,2
Basic Material,OceanaGold,OGC,BM 35,2013,1.17,0.51,0.19,1.23,1.17,-0.0809,-0.0864,0.6173,-0.0534,-0.17,0.3402,0.6598,0.5156,2.31,0.74,1.15,0.52,3.06,25.58,0.62,25.50,281.035,2.9,6.1,-6.0,0.8,1.4,103.1,0.8,0.0,4.7,6,2
Basic Material,OceanaGold,OGC,BM 35,2014,2.08,1.08,0.6,2.52,2.08,0.1604,0.198,0.6128,0.1213,0.43,0.2434,0.7566,0.3217,-9.76,2.37,0.94,0.96,3.41,20.89,0.61,6.13,276.664,2.3,-33.7,2.8,0.8,1.1,11.5,0.8,0.0,7.9,6,2
Basic Material,OceanaGold,OGC,BM 35,2015,2.39,1.71,1.37,1.27,2.39,0.0466,0.1045,0.329,0.0344,0.19,0.2617,0.7383,0.3545,-5.24,3.58,1.96,0.42,2.88,21.57,0.33,2.70,285.989,5.7,13.8,11.2,1.5,2.4,16.8,1.7,0.0,7.4,4,2
Basic Material,OceanaGold,OGC,BM 35,2016,0.78,0.49,0.29,0.96,0.78,0.1022,0.2171,0.3281,0.0712,0.3,0.303,0.697,0.4347,-17.56,10.81,2.02,0.4,4.17,26.48,0.33,-12.03,384.954,7.3,13.8,-19.7,1.2,3.2,15.3,1.3,0.05371,6.3,5,2
Basic Material,OceanaGold,OGC,BM 35,2017,1.0,0.56,0.32,1.59,1.0,0.1152,0.2372,0.3541,0.084,0.35,0.2712,0.7288,0.3722,-10.87,3.12,1.39,0.64,2.78,23.52,0.35,"3,628.32",501.996,5.6,11.2,-21.2,1.1,2.9,12.6,1.1,0.01257,7.2,8,2
Basic Material,OceanaGold,OGC,BM 35,2018,1.38,0.78,0.59,1.89,1.38,0.0777,0.1575,0.3815,0.0601,0.27,0.2263,0.7737,0.2925,-11.97,4.43,1.29,0.76,3.25,64.37,0.38,11.10,485.114,5.5,10.6,16.0,1.3,2.8,11.3,1.4,0.0546,8.2,7,2
Basic Material,OceanaGold,OGC,BM 35,2019,1.07,0.35,0.24,1.01,1.07,0.0093,0.0223,0.3143,0.007,0.03,0.2453,0.7547,0.325,-1.86,7.14,2.55,0.4,2.48,342.76,0.31,48.24,259.049,5.7,19.1,31.0,0.8,2.0,73.2,0.8,0.02597,7.3,3,2
Basic Material,OceanaGold,OGC,BM 35,2020,1.15,0.75,0.67,0.75,1.15,-0.0961,-0.3007,0.2219,-0.0667,-0.3,0.3055,0.6945,0.4399,11.14,5.88,5.94,0.29,2.53,227.34,0.22,12.26,147.473,15.5,-10.3,42.4,0.9,3.2,-9.4,1.0,0.0,5.7,5,2
Basic Material,OceanaGold,OGC,BM 35,2021,1.47,0.84,0.66,1.29,1.47,-0.0024,-0.005,0.3297,-0.0016,-0.0066,0.3143,0.6857,0.4584,1.85,6.75,2.30,0.37,2.55,40.47,0.33,7.81,389.602,5.1,11.3,-6.7,0.7,2.1,12.7,0.7,0.0,6.1,6,2
Basic Material,OceanaGold,OGC,BM 35,2022,1.26,0.62,0.36,1.61,1.26,0.0792,0.1371,0.4223,0.0579,0.25,0.2695,0.7305,0.3689,-11.68,2.53,1.69,0.6,3.44,39.97,0.42,16.31,494.733,4.9,9.6,59.1,0.9,1.9,12.3,1.0,0.0,7.3,6,2
Basic Material,Orla Mining,OLA,BM 36,2013,0.18,-67.41,0.15,-0.27,0.18,-2.1247,0.0,0.0,-1.2798,-0.19,0.3976,0.6024,0.6601,-869.00,74.00,-1.61,-0.27,0.00,0.00,0.0,0.00,-0.168,0,-0.4,-0.5,0.1,0,-0.7,0.1,0.0,-13.5,3,0
Basic Material,Orla Mining,OLA,BM 36,2014,0.01,-89.78,0.01,-0.02,0.01,-0.3632,0.0,0.0,-0.2391,-0.028,0.3434,0.6582,0.5217,-142.00,0.00,-2.52,-0.02,0.00,0.00,0.0,0.00,-0.081,0,-0.3,-0.3,0.5,0,-0.3,0.5,0.0,-9.0,3,0
Basic Material,Orla Mining,OLA,BM 36,2015,2.38,-98.04,2.31,-1.08,2.38,-0.3353,0.0,0.0,-0.2764,-0.019,0.1768,0.8242,0.2145,-284.00,0.01,-1.26,-1.08,0.00,0.00,0.0,0.00,-0.144,-35.7,-22.2,-81.7,2.1,0,-13.3,2.6,0.0,1.4,2,0
Basic Material,Orla Mining,OLA,BM 36,2016,9.9,3.06,9.62,-0.92,9.9,-0.0212,0.0,0.0,-0.0208,-0.094,0.0194,0.9806,0.0198,-44.79,0.11,-1.48,-0.92,0.01,0.00,0.0,0.00,-1.824,0,-181.7,-218.9,19.5,0,-182.6,19.9,0.0,57.3,3,2
Basic Material,Orla Mining,OLA,BM 36,2017,3.13,-4.8,2.72,-6.69,3.13,-0.1165,0.0,0.0,-0.1149,-0.15,0.0139,0.9861,0.0141,-101.00,1.32,-0.13,-6.69,0.00,0.00,0.0,0.00,-17.747,0,-35.7,-20.4,2.2,0,-30.3,2.3,0.0,76.9,1,2
Basic Material,Orla Mining,OLA,BM 36,2018,4.72,-0.48,4.56,-6.95,4.72,-0.1686,0.0,0.0,-0.1591,-0.17,0.0559,0.9441,0.0592,-68.68,66.00,-0.35,-2.42,0.00,0.00,0.0,0.00,-29.694,-5.0,-4.9,-6.2,0.8,0,-5.4,0.9,0.0,19.4,1,2
Basic Material,Orla Mining,OLA,BM 36,2019,9.77,4.35,9.71,-8.13,9.77,-0.1771,0.0,0.0,-0.1468,-0.16,0.1713,0.8287,0.2067,17.97,15.91,-1.26,-0.75,0.00,0.00,0.0,0.00,-26.72,-13.0,-13.0,-15.0,2.3,0,-12.2,2.4,0.0,7.0,2,2
Basic Material,Orla Mining,OLA,BM 36,2020,9.46,7.29,9.34,-2.35,9.46,-0.1725,0.0,0.0,-0.1158,-0.16,0.3287,0.6713,0.4896,6.11,4.61,-3.41,-0.23,0.00,0.00,0.0,0.00,-29.332,-56.1,-55.9,-32.2,6.7,0,-49.0,7.8,0.0,5.3,2,2
Basic Material,Orla Mining,OLA,BM 36,2021,1.28,1.02,0.54,-0.66,1.28,-0.1425,-6.3718,0.0113,-0.072,-0.14,0.4946,0.5054,0.9786,19.27,12.72,-8.50,-0.14,0.14,0.00,0.01,0.39,-26.862,-39.9,-39.7,-9.3,3.3,0,-32.7,5.0,0.0,3.1,3,2
Basic Material,Orla Mining,OLA,BM 36,2022,1.36,1.13,0.98,0.97,1.36,0.1153,0.2369,0.3148,0.0746,0.23,0.3533,0.6467,0.5462,-12.66,0.63,1.97,0.44,2.25,0.00,0.31,5.51,149.005,13.7,15.7,13.7,2.8,7.8,31.7,3.7,0.0,6.2,8,2
Basic Material,Osisko Gold Ro,OR,BM 37,2014,35.83,34.14,35.65,25.26,35.83,6.3564,97.3961,0.0636,6.1977,-0.046,0.025,0.975,0.0256,-0.42,2.38,1.68,18.41,0.00,5.60,0.06,0.10,4.023,0,-229.0,-457.1,3.7,72.0,-103.4,4.5,0.0,50.7,5,2
Basic Material,Osisko Gold Ro,OR,BM 37,2015,16.07,15.54,15.65,1.75,16.07,0.0307,0.633,0.042,0.0264,0.33,0.1333,0.8667,0.1538,2.95,0.49,7.43,0.2,0.00,19.29,0.04,0.18,19.398,53.9,60.0,79.7,1.0,20.8,58.8,1.3,0.16,12.6,3,2
Basic Material,Osisko Gold Ro,OR,BM 37,2016,32.21,31.72,31.48,3.37,32.21,0.0347,0.6719,0.0443,0.0296,0.4,0.1426,0.8574,0.1664,9.84,0.98,5.18,0.26,0.02,16.57,0.04,0.13,38.995,21.6,29.5,61.1,0.8,12.4,36.7,1.2,0.16,12.8,6,2
Basic Material,Osisko Gold Ro,OR,BM 37,2017,12.24,11.9,11.57,1.69,12.24,-0.0224,-0.1993,0.0847,-0.017,-0.33,0.2472,0.7528,0.3283,14.97,1.06,11.18,0.08,12.74,230.75,0.08,0.66,55.645,43.5,72.7,76.0,1.1,17.5,74.7,1.2,0.2,7.4,3,2
Basic Material,Osisko Gold Ro,OR,BM 37,2018,8.59,8.34,7.58,3.57,8.59,-0.0596,-0.2153,0.2195,-0.0472,-0.67,0.2072,0.7928,0.2614,5.63,0.57,4.80,0.18,64.49,73.83,0.22,2.81,96.477,18.8,-34.8,-79.5,0.9,3.6,-33.4,1.0,0.2,7.5,5,2
Basic Material,Osisko Gold Ro,OR,BM 37,2019,5.03,4.97,3.87,3.28,5.03,-0.1568,-0.5965,0.2016,-0.1203,-1.55,0.233,0.767,0.3039,13.52,1.87,4.49,0.2,158.74,312.33,0.2,3.49,100.984,19.7,-8.9,7.7,1.2,4.2,-10.3,1.3,0.2,6.0,4,2
Basic Material,Osisko Gold Ro,OR,BM 37,2020,3.06,2.97,2.76,0.99,3.06,0.0092,0.079,0.0891,0.0068,0.1,0.232,0.768,0.302,-2.26,2.58,4.84,0.19,6.35,204.63,0.09,0.95,114.907,25.0,-25.1,26.5,1.4,13.5,-18.8,1.6,0.2,7.2,6,2
Basic Material,Osisko Gold Ro,OR,BM 37,2021,0.44,0.39,0.33,0.31,0.44,-0.0132,-0.1047,0.0949,-0.0239,0.65,0.2491,0.7509,0.3318,-6.25,1.51,4.10,0.18,2.02,163.19,0.09,-1.16,144.214,17.4,26.3,29.3,1.3,11.4,32.6,1.6,0.22,5.8,4,2
Basic Material,Osisko Gold Ro,OR,BM 37,2022,5.87,5.06,5.07,6.15,5.87,-0.0684,-0.5452,0.1091,-0.0918,0.83,0.1298,0.8702,0.1491,-10.00,0.26,1.52,0.42,1.12,108.47,0.11,2.51,170.402,21.5,29.8,32.0,2.1,16.8,26.7,2.3,0.22,10.2,6,2
Basic Material,Osisko Mining,OSK,BM 38,2013,13.36,-0.13,13.28,-3.42,13.36,-0.1788,0.0,0.0,-0.1727,-1.99,0.0342,0.9658,0.0354,-55.95,0.85,-0.21,-3.42,0.00,0.00,0.0,0.00,-2.206,0,0,0,0,0,0,0.0,0.0,32.3,3,2
Basic Material,Osisko Mining,OSK,BM 38,2014,23.08,10.41,22.59,-8.36,23.08,-1.0548,0.0,0.0,-1.0276,-0.7,0.0259,0.9742,0.0266,-28.41,2.28,-0.17,-8.36,0.00,0.00,0.0,0.00,-2.819,0.1,0.1,0,0,0,-4.2,0.6,0.0,39.0,2,2
Basic Material,Osisko Mining,OSK,BM 38,2015,24.61,22.32,20.76,-2.11,24.61,-0.1144,0.0,0.0,-0.109,-0.24,0.0474,0.9526,0.0498,-22.39,3.48,-0.89,-1.01,0.00,0.00,0.0,0.00,-6.343,0.8,0.8,0,0,0,-19.5,0.6,0.0,26.0,4,2
Basic Material,Osisko Mining,OSK,BM 38,2016,14.16,13.3,11.36,-1.64,14.16,-0.0192,0.0,0.0,-0.0183,-0.042,0.0449,0.9551,0.047,-7.91,8.63,-0.93,-0.91,0.00,0.00,0.0,0.00,-13.781,-20.8,-18.8,-11.9,1.1,0,"-1,086.0",1.5,0.0,26.8,3,2
Basic Material,Osisko Mining,OSK,BM 38,2017,7.37,7.07,5.29,-0.82,7.37,-0.0421,0.0,0.0,-0.0375,-0.096,0.11,0.89,0.1236,-0.70,31.92,-2.03,-0.33,0.00,0.00,0.0,0.00,-26.064,-22.2,-20.2,-6.6,1.7,0,-34.0,2.0,0.0,12.7,1,2
Basic Material,Osisko Mining,OSK,BM 38,2018,13.49,12.89,8.6,-0.73,13.49,-0.064,0.0,0.0,-0.0593,-0.15,0.073,0.927,0.0788,-18.02,11.77,-1.70,-0.18,0.00,0.00,0.0,0.00,-24.548,-25.2,-24.8,-4.0,1.4,0,-29.4,1.6,0.0,17.1,3,2
Basic Material,Osisko Mining,OSK,BM 38,2019,7.93,7.71,3.71,-0.13,7.93,-0.1264,0.0,0.0,-0.1096,-0.29,0.1534,0.8466,0.1813,-43.06,5.46,-5.17,-0.03,0.00,0.00,0.0,0.00,-21.346,-58.0,-22.0,-9.5,2.1,0,-13.5,2.4,0.0,9.5,1,2
Basic Material,Osisko Mining,OSK,BM 38,2020,7.15,7.02,4.0,0.33,7.15,-0.0284,0.0,0.0,-0.0157,-0.062,0.1595,0.8405,0.1898,4.80,8.04,-4.99,0.11,0.00,0.00,0.0,0.00,-26.483,-34.8,-34.3,-9.1,1.4,0,-75.2,1.8,0.0,9.9,4,2
Basic Material,Osisko Mining,OSK,BM 38,2021,10.29,10.06,7.94,0.03,10.29,-0.0327,0.0,0.0,-0.0233,-0.065,0.2882,0.7118,0.405,10.83,0.62,-12.45,0.0,0.00,0.00,0.0,0.00,-22.769,-65.2,-63.7,-5.2,1.7,0,-94.4,1.9,0.0,6.5,3,2
Basic Material,Osisko Mining,OSK,BM 38,2022,5.47,5.25,2.25,0.44,5.47,-0.0083,0.0,0.0,-0.006,-0.017,0.2746,0.7254,0.3786,-1.84,2.50,-13.17,0.05,0.00,0.00,0.0,0.00,-20.123,-73.7,-71.6,-7.5,1.9,0,-256.5,2.1,0.0,5.9,5,2
Basic Material,Perseus Mining,PRU,BM 39,2013,1.65,1.07,0.67,1.42,1.65,0.0805,0.132,0.4975,0.0709,0.082,0.1838,0.8162,0.2253,-21.37,1.18,1.29,0.69,5.75,36.83,0.5,8.50,80.882,1.3,1.6,3.7,0.4,0.5,4.4,0.5,0.0,9.0,7,2
Basic Material,Perseus Mining,PRU,BM 39,2014,2.3,1.61,0.69,0.36,2.3,-0.0663,-0.1171,0.4701,-0.057,-0.065,0.1698,0.8302,0.2045,22.16,2.13,3.32,0.2,5.27,21.91,0.47,3.81,28.938,10.6,-8.2,-2.3,0.4,0.7,-24.1,0.5,0.0,9.0,3,2
Basic Material,Perseus Mining,PRU,BM 39,2015,5.67,4.51,2.73,2.25,5.67,0.1506,0.2633,0.4779,0.1321,0.16,0.1642,0.8358,0.1965,-157.89,10.49,0.95,0.75,4.05,13.61,0.48,1.88,115.593,2.2,6.6,-4.4,0.3,0.5,3.9,0.4,0.0,11.2,9,2
Basic Material,Perseus Mining,PRU,BM 39,2016,2.44,1.91,1.37,0.27,2.44,-0.0463,-0.1449,0.2608,-0.0398,-0.055,0.1842,0.8158,0.2258,143.71,3.69,12.89,0.17,3.31,16.12,0.26,1.54,13.034,5.6,19.0,11.3,0.8,1.5,40.3,1.0,0.0,8.8,2,2
Basic Material,Perseus Mining,PRU,BM 39,2017,1.04,0.42,0.26,0.01,1.04,-0.1122,-0.2875,0.3225,-0.0968,-0.077,0.1733,0.8267,0.2097,-354.54,0.14,49.30,0.01,4.34,576.19,0.32,71.00,3.009,-15.6,-2.8,-2.4,0.3,1.0,-3.7,0.4,0.0,7.6,3,2
Basic Material,Perseus Mining,PRU,BM 39,2018,1.49,0.55,0.23,0.51,1.49,-0.0362,-0.0684,0.3925,-0.0259,-0.024,0.2584,0.7416,0.3484,5.18,5.66,2.05,0.27,1.93,708.81,0.39,5.81,118.128,5.9,-16.1,21.6,0.6,1.4,-9.1,0.6,0.0,6.4,7,2
Basic Material,Perseus Mining,PRU,BM 39,2019,3.13,1.65,1.46,1.7,3.13,0.0089,0.0137,0.5248,0.0078,0.0061,0.1917,0.8083,0.2371,-1.97,2.93,1.27,0.79,2.72,567.57,0.52,2.78,134.765,4.7,-47.6,4.6,0.8,1.4,233.0,0.9,0.0,8.7,7,2
Basic Material,Perseus Mining,PRU,BM 39,2020,3.3,2.24,1.99,1.94,3.3,0.1078,0.1596,0.4563,0.0729,0.076,0.3243,0.6757,0.4799,-32.01,4.29,1.67,0.51,2.71,561.23,0.46,2.34,235.681,7.0,20.5,369.0,1.4,2.8,25.4,1.8,0.0,7.4,6,2
Basic Material,Perseus Mining,PRU,BM 39,2021,3.24,1.8,1.46,2.42,3.24,0.1097,0.171,0.4822,0.0989,0.089,0.2487,0.7513,0.3309,-37.00,4.21,1.24,0.86,2.11,538.24,0.48,2.44,263.511,6.9,11.6,-21.0,1.6,2.9,16.5,1.7,0.0,8.9,6,2
Basic Material,Perseus Mining,PRU,BM 39,2022,3.68,2.74,2.54,3.11,3.68,0.1422,0.2075,0.566,0.1408,0.17,0.1743,0.8257,0.211,-31.58,6.36,0.65,1.51,3.53,974.04,0.57,2.50,472.58,4.3,7.8,6.0,1.2,1.9,10.1,1.5,0.0152,11.2,8,2
Basic Material,Russel Metals Inc.,RUS,BM 40,2013,3.5,1.52,0.3,0.37,3.5,0.0943,0.0261,1.7537,0.0458,1.37,0.5146,0.4854,1.0601,-4.23,3.69,5.10,0.15,3.44,7.12,1.75,3.30,183.5,12.2,14.7,33.0,1.7,0.7,23.7,2.2,0.7,9.5,7,2
Basic Material,Russel Metals Inc.,RUS,BM 40,2014,2.91,1.18,0.1,0.05,2.91,0.128,0.0319,1.8941,0.0605,2.01,0.5276,0.4724,1.1169,-5.77,0.74,3.88,0.03,3.40,6.85,1.89,3.76,278,8.4,9.8,232.0,1.4,0.6,13.9,1.7,1.52,9.4,6,2
Basic Material,Russel Metals Inc.,RUS,BM 40,2015,3.07,1.29,0.36,0.92,3.07,-0.1008,-0.0282,1.9363,-0.0545,-1.42,0.4593,0.5407,0.8495,1.46,1.70,7.93,0.5,3.70,9.55,1.94,3.77,93.1,7.2,8.8,10.8,0.9,0.4,12.6,1.0,1.52,8.7,5,2
Basic Material,Russel Metals Inc.,RUS,BM 40,2016,3.31,1.57,0.51,0.49,3.31,0.0761,0.0244,1.7094,0.0416,1.02,0.4529,0.5471,0.8278,-5.48,7.68,5.54,0.25,3.39,7.33,1.71,3.15,123.3,22.7,40.5,5.9,1.5,0.7,-16.6,2.0,1.52,9.1,7,2
Basic Material,Russel Metals Inc.,RUS,BM 40,2017,2.38,1.0,0.21,-0.11,2.38,0.1497,0.0376,1.8737,0.0704,2.0,0.53,0.47,1.1276,-8.50,2.85,3.93,-0.07,3.22,7.54,1.87,4.03,237.5,10.3,12.3,267.9,1.6,0.7,15.2,2.2,1.52,8.6,5,2
Basic Material,Russel Metals Inc.,RUS,BM 40,2018,2.74,1.1,0.19,0.14,2.74,0.2179,0.0526,1.955,0.1028,3.53,0.5283,0.4717,1.12,-10.43,2.18,3.04,0.08,3.13,7.48,1.96,3.72,370.2,5.4,6.0,-20.7,1.2,0.5,6.6,1.4,1.52,9.4,7,2
